Date,Open,High,Low,Close,Volume,Market Cap
Nov-28-2022,1194.2811554683153,1199.5172,1155.365,1169.484301065495,15553576785.777779,143530568593.609
Nov-27-2022,1205.8012391765892,1221.9362985140847,1193.8482144530267,1193.8482144530267,11739046767.498259,148653691913.2115
Nov-26-2022,1198.4439,1225.9735360310144,1197.9084388363815,1206.7825404534008,14760104952.88889,148720388865.5001
Nov-25-2022,1204.774,1204.774,1175.9864869801277,1199.1684471892786,15465895210.666666,145640249817.71524
Nov-24-2022,1186.067,1214.7715326333491,1181.9022,1204.057,20792419555.555557,146817360186.7318
Nov-23-2022,1138.829,1186.7917,1129.9878,1185.1995,22390376359.11111,142314996240.9946
Nov-22-2022,1107.6939134446236,1138.386,1081.0533,1135.112,24361076316.444443,135898052823.58656
Nov-21-2022,1143.382,1143.382,1084.8446,1108.390669620763,21338577077.333332,137239711226.874
Nov-20-2022,1219.8213081944305,1223.8445,1138.9530169882432,1144.0425,11230235875.555555,145883037349.9549
Nov-19-2022,1212.8139709922075,1227.4193,1200.7882,1218.902299478003,9537879634.062717,148033977798.32916
Nov-18-2022,1200.7972668937903,1227.6572235936544,1200.7972668937903,1213.309305072681,15701073145.756098,148586353088.9349
Nov-17-2022,1217.596530009509,1226.4661131782864,1188.0834,1200.1639545769228,19152988718.22222,147528595016.49475
Nov-16-2022,1253.7473,1265.6373,1194.6871962488146,1217.3068924370903,20331229994.666668,150605758249.43512
Nov-15-2022,1242.0793482846627,1285.3936,1238.7156459718028,1252.7961,23680562851.555557,154366232414.295
Nov-14-2022,1223.6537584022972,1287.630126864827,1181.1305,1242.5926934344534,24089592682.666668,150852286806.6642
Nov-13-2022,1259.0258,1274.5241,1209.3709,1223.7969775772983,15444773212.444445,152437604946.95834
Nov-12-2022,1290.4865,1290.4865,1245.7726323863526,1257.9701,28423737013.333332,155456419948.31567
Nov-11-2022,1298.9448,1304.623,1211.8695331858423,1294.1023,42946262840.888885,155445154367.24228
Nov-10-2022,1099.633444288979,1345.9238,1091.5501436058237,1300.6546991554837,64840283747.55556,150861575494.56036
Nov-09-2022,1333.5808198938648,1334.100467197707,1085.7431288580083,1095.3682473373226,70554382947.55556,150428388979.6733
Nov-08-2022,1567.4369,1573.6633,1263.9011,1332.7661161797291,41875192234.666664,178874452837.7412
Nov-07-2022,1572.8043,1603.9821,1549.8852,1568.2193,23137771772.444443,193719728050.73172
