Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,148.250000,148.250000,143.875000,145.437500,95.746498,8164300
2000-01-04,143.531250,144.062500,139.640625,139.750000,92.002205,8089800
2000-01-05,139.937500,141.531250,137.250000,140.000000,92.166771,12177900
2000-01-06,139.625000,141.500000,137.750000,137.750000,90.685532,6227200
2000-01-07,140.312500,145.750000,140.062500,145.750000,95.952232,8066500
2000-01-10,146.250000,146.906250,145.031250,146.250000,96.281357,5741700
2000-01-11,145.812500,146.093750,143.500000,144.500000,95.129272,7503700
2000-01-12,144.593750,144.593750,142.875000,143.062500,94.182930,6907700
2000-01-13,144.468750,145.750000,143.281250,145.000000,95.458427,5158300
2000-01-14,146.531250,147.468750,145.968750,146.968750,96.754555,7437300
2000-01-18,145.343750,146.625000,145.187500,145.812500,95.993362,6488500
2000-01-19,145.312500,147.000000,145.000000,147.000000,96.775124,6157900
2000-01-20,146.968750,146.968750,143.812500,144.750000,95.293854,5800100
2000-01-21,145.500000,145.500000,144.062500,144.437500,95.088158,6244800
2000-01-24,145.656250,145.843750,139.406250,140.343750,92.393066,7896900
2000-01-25,140.515625,141.937500,139.000000,141.937500,93.442299,9942500
2000-01-26,141.000000,141.546875,140.093750,140.812500,92.701637,5158100
2000-01-27,141.843750,142.218750,138.125000,140.250000,92.331398,10922700
2000-01-28,139.437500,140.062500,135.531250,135.875000,89.451164,11916200
2000-01-31,135.812500,139.671875,135.000000,139.562500,91.878708,10768700
2000-02-01,139.750000,141.687500,138.531250,140.937500,92.783958,8419900
2000-02-02,141.281250,142.250000,140.375000,141.062500,92.866241,6205900
2000-02-03,140.875000,143.250000,140.000000,143.187500,94.265274,7997500
2000-02-04,143.187500,144.000000,142.125000,142.593750,93.874321,4925400
2000-02-07,142.562500,142.781250,141.437500,142.375000,93.730278,5845800
2000-02-08,143.968750,144.562500,143.625000,144.312500,95.005882,4936400
2000-02-09,144.468750,144.468750,141.265625,141.281250,93.010277,8511500
2000-02-10,141.625000,142.562500,140.875000,141.562500,93.195442,6690600
2000-02-11,141.843750,141.937500,138.031250,138.687500,91.302711,9849800
2000-02-14,139.781250,139.781250,138.312500,139.500000,91.837601,8528800
2000-02-15,139.250000,141.218750,137.796875,141.078125,92.876511,11078300
2000-02-16,140.375000,140.937500,138.796875,139.000000,91.508484,8845400
2000-02-17,140.437500,140.437500,138.218750,138.281250,91.035286,7584200
2000-02-18,138.875000,138.875000,134.625000,135.312500,89.080826,9409200
2000-02-22,135.187500,136.343750,133.531250,134.968750,88.854523,16415400
2000-02-23,135.625000,137.468750,134.500000,136.562500,89.903770,12119000
2000-02-24,136.687500,137.031250,133.093750,133.812500,88.093307,17375000
2000-02-25,135.187500,136.718750,133.125000,133.328125,87.774460,10559900
2000-02-28,133.375000,136.687500,132.718750,136.125000,89.615715,13397800
2000-02-29,136.062500,137.437500,135.750000,137.437500,90.479813,8242500
2000-03-01,137.625000,139.000000,137.218750,138.437500,91.138130,6868000
2000-03-02,138.687500,139.125000,137.343750,138.531250,91.199867,7600200
2000-03-03,140.437500,141.718750,139.718750,141.125000,92.907448,12770300
2000-03-06,140.812500,141.343750,138.750000,139.750000,92.002205,11967100
2000-03-07,140.000000,140.156250,135.218750,137.046875,90.222672,20062000
2000-03-08,136.468750,137.843750,135.031250,136.875000,90.109497,11808500
2000-03-09,137.250000,140.875000,136.125000,140.875000,92.742813,5500900
2000-03-10,140.187500,142.000000,139.531250,140.125000,92.249077,7924600
2000-03-13,136.687500,140.468750,135.687500,138.593750,91.240997,10540500
2000-03-14,139.281250,140.093750,136.156250,136.625000,89.944923,8263900
2000-03-15,136.875000,140.437500,136.062500,139.812500,92.043350,10300800
2000-03-16,141.625000,146.843750,140.875000,146.343750,96.343094,25601400
2000-03-17,145.812500,148.000000,145.437500,146.937500,96.979797,10272900
2000-03-20,146.875000,147.343750,144.781250,146.187500,96.484787,12502300
2000-03-21,145.531250,149.750000,144.500000,149.187500,98.464813,13612600
2000-03-22,149.562500,150.843750,148.687500,150.093750,99.063004,8260000
2000-03-23,149.156250,153.468750,149.156250,152.656250,100.754227,11654500
2000-03-24,152.875000,155.750000,151.718750,153.562500,101.352425,11462900
2000-03-27,153.375000,153.781250,151.812500,151.937500,100.279854,8798600
2000-03-28,151.250000,152.984375,150.593750,151.062500,99.702354,6334400
2000-03-29,151.562500,152.484375,149.656250,151.218750,99.805496,6747500
2000-03-30,150.156250,151.921875,147.125000,148.687500,98.134819,9491900
2000-03-31,149.625000,152.312500,148.437500,150.375000,99.248604,9249100
2000-04-03,150.125000,151.250000,148.687500,151.250000,99.826141,8508200
2000-04-04,151.750000,153.000000,141.390625,150.125000,99.083588,19585500
2000-04-05,147.875000,150.812500,147.625000,149.187500,98.464813,8387200
2000-04-06,150.250000,151.687500,149.000000,150.484375,99.320747,6378500
2000-04-07,151.562500,152.125000,150.500000,151.437500,99.949860,6023600
2000-04-10,151.750000,153.109375,150.312500,150.843750,99.557991,9624200
2000-04-11,150.000000,151.625000,148.375000,150.406250,99.269226,9006400
2000-04-12,150.375000,151.156250,146.156250,146.281250,96.546738,10779200
2000-04-13,147.468750,148.156250,143.781250,144.250000,95.206039,12225800
2000-04-14,142.625000,142.812500,133.500000,136.000000,89.761017,29604000
