Date,Open,High,Low,Close,Adj Close,Volume
2018-01-05,154.880005,154.979996,153.940002,154.789993,145.307739,19883900
2018-01-08,154.729996,155.270004,153.500000,155.029999,145.533066,18457300
2018-01-09,155.240005,155.500000,154.729996,154.820007,145.335922,16571300
2018-01-10,154.470001,155.169998,153.919998,154.839996,145.354691,18516800
2018-01-11,155.070007,157.660004,154.979996,157.500000,147.851715,26522400
2018-01-12,157.679993,158.860001,157.470001,158.160004,148.471313,24089800
2018-01-16,158.860001,159.410004,155.800003,156.139999,146.575027,27704700
2018-01-17,156.800003,157.940002,156.279999,157.619995,147.964417,18571600
2018-01-18,157.220001,157.500000,156.389999,156.539993,146.950516,17903600
2018-01-19,156.729996,158.690002,156.550003,158.600006,148.884384,31040900
2018-01-22,158.399994,159.449997,158.309998,159.449997,149.682327,12702400
2018-01-23,159.240005,160.300003,158.669998,159.960007,150.161087,16904600
2018-01-24,160.360001,160.630005,158.399994,158.970001,149.231689,20340900
2018-01-25,159.639999,159.919998,158.210007,159.029999,149.288010,20290900
2018-01-26,159.529999,159.690002,158.770004,159.600006,149.823135,16120300
2018-01-29,159.059998,159.860001,158.619995,158.699997,148.978226,18293300
2018-01-30,157.660004,158.220001,156.729996,157.179993,147.551346,24533800
2018-01-31,157.740005,158.419998,155.919998,156.360001,146.781555,27468900
2018-02-01,155.729996,157.210007,155.529999,156.850006,147.241577,21413000
2018-02-02,156.130005,156.149994,153.509995,153.830002,144.406586,33314100
2018-02-05,152.669998,153.789993,147.860001,147.919998,138.858612,52622200
2018-02-06,145.529999,150.369995,144.240005,149.690002,140.520172,69232400
2018-02-07,149.610001,150.789993,148.610001,149.839996,140.660934,37101000
2018-02-08,149.990005,150.000000,145.440002,145.440002,136.530518,44704500
2018-02-09,146.759995,147.940002,142.500000,146.770004,137.779068,53315300
2018-02-12,146.919998,148.919998,145.479996,148.160004,139.083923,36213900
2018-02-13,147.380005,148.789993,146.899994,148.479996,139.384293,25021200
2018-02-14,147.630005,151.520004,147.179993,151.149994,141.890732,36286900
2018-02-15,152.220001,152.869995,150.559998,152.800003,143.439697,23773600
2018-02-16,152.610001,154.289993,152.539993,153.339996,143.946594,27973900
2018-02-20,152.550003,153.770004,151.669998,152.080002,142.763779,24046200
2018-02-21,152.419998,154.809998,152.009995,152.240005,142.913971,26735500
2018-02-22,152.809998,154.029999,151.910004,152.000000,142.688644,16340000
2018-02-23,152.979996,154.020004,152.149994,153.979996,144.547363,18065200
2018-02-26,154.529999,155.259995,153.470001,154.990005,145.495499,15267700
2018-02-27,155.179993,155.880005,152.750000,152.759995,143.402084,18125500
2018-02-28,153.139999,153.600006,150.309998,150.350006,141.139786,29951800
2018-03-01,150.050003,151.570007,148.380005,149.949997,140.764282,38943200
2018-03-02,148.710007,152.750000,148.399994,152.350006,143.017242,31842300
2018-03-05,151.820007,154.259995,151.470001,153.710007,144.293930,19603700
2018-03-06,154.429993,155.389999,152.800003,155.369995,145.852249,17304000
2018-03-07,154.460007,156.929993,154.220001,156.740005,147.138306,22684600
2018-03-08,156.899994,157.470001,155.500000,156.419998,146.837906,23391300
2018-03-09,157.309998,159.000000,156.869995,158.919998,149.184692,24927200
2018-03-12,159.250000,159.649994,158.490005,159.199997,149.447586,15310100
2018-03-13,160.000000,160.300003,158.139999,158.460007,148.752960,17757200
2018-03-14,159.220001,159.389999,157.410004,157.710007,148.048920,18097500
2018-03-15,158.100006,158.139999,156.369995,156.919998,147.307266,14172100
2018-03-16,156.979996,158.270004,156.750000,157.800003,148.133377,36000300
2018-03-19,157.169998,157.210007,154.449997,156.279999,146.706482,25663000
2018-03-20,156.669998,157.020004,155.770004,156.240005,146.668961,11418500
2018-03-21,156.320007,158.259995,156.199997,157.149994,147.523209,22213500
2018-03-22,155.660004,156.619995,153.309998,153.350006,144.288376,29774800
2018-03-23,153.559998,153.940002,150.000000,150.050003,141.183350,35744100
2018-03-26,152.089996,153.380005,150.429993,153.330002,144.269531,28442400
