Date,Open,High,Low,Close,Volume,Market Cap
Jan-16-2022,3.0081818650270646,3.316703517882818,2.946354541193,3.3062191873862834,2852503475.5555553,8085295673.794613
Jan-15-2022,2.963394495732099,3.0243912550152814,2.843219550775962,3.012270491370176,2681414040,7398719494.108431
Jan-14-2022,2.9960666630046493,3.053992107025364,2.81600478448201,2.957645970429533,4883717153.777778,7524089052.525817
Jan-13-2022,2.9398251450142987,3.138177958911142,2.803409506943748,3.0045178933843197,4870869269.333333,7578403732.251095
Jan-12-2022,2.588339611634048,3.005003513960732,2.588339611634048,2.932180092056752,3900512517.3333335,7191380154.165476
Jan-11-2022,2.226686705433396,2.59061296735267,2.193437274113057,2.5738539064498824,2653362851.2334495,6092171624.551573
Jan-10-2022,2.3888816906944483,2.469979065608105,2.129878512517143,2.218489670978397,2565486560,5890877774.3947935
Jan-09-2022,2.283303644278009,2.501462666683105,2.235066235522867,2.400269935152263,3367516138.6666665,6003196954.431744
Jan-08-2022,2.59351587405961,2.678808705300017,2.208665031020584,2.292451003178805,2796858692,6361524558.012951
Jan-07-2022,2.8994280726841914,2.8994280726841914,2.5898258587884264,2.6036928797623764,4128060227.5555553,6978740148.164561
Jan-06-2022,2.9211692505420106,3.0219140287131467,2.663907535524398,2.8971924000130747,5532335829.333333,7184970104.155146
Jan-05-2022,2.884692672728709,3.153248601232099,2.6028170501666588,2.949607014839004,3566574254.2222223,7580867285.649361
Jan-04-2022,2.86146134509706,3.051690417671215,2.8179217121534808,2.887961409694357,4023537270.2222223,7396367363.127553
Jan-03-2022,2.4861383251937275,2.855245832935221,2.381995041993319,2.854836761328015,1817232062.2222223,6507181903.617189
Jan-02-2022,2.5872567128101016,2.595995832681142,2.4529098465603245,2.4846043817778547,1713923070.6666667,6398499813.078509
Jan-01-2022,2.250573114563796,2.566705699265507,2.250573114563796,2.5607800617706364,1645702161.3333333,6050917341.241734
Dec-31-2021,2.0994573694468874,2.3290490148791028,2.0888316770193733,2.2563772203142984,1232176753.1111112,5624158709.522112
Dec-30-2021,2.1306582716404003,2.220841812662227,2.03964028069078,2.112096146763392,1711504559.5555556,5446682022.288578
Dec-29-2021,2.226316018211242,2.360026264849601,2.112004171658828,2.1226615533078594,2573535629.3333335,5719925313.153175
