Date,Open,High,Low,Close,Volume,Market Cap
Jan-07-2022,40.18533424154477,44.472,38.148084407478215,38.4567,4621809476.444445,9350588950.910963
Jan-06-2022,38.6295,41.2153,35.6782,39.84360568934614,3595733586.6666665,8571138960.415211
Jan-05-2022,42.09094114883191,43.03316781039847,34.7843,39.0045,3193832343.111111,9093642334.887383
Jan-04-2022,39.262,43.72499580683028,37.57277269883421,41.94374932424366,3224921545.7777777,9156021109.112137
Jan-03-2022,35.596,39.57085766686314,34.31971557458071,39.4066,1733616355.1111112,8337951274.1296215
Jan-02-2022,36.1759,36.6706,34.2609,35.6008,2095201333.3333333,7996235242.468584
Jan-01-2022,32.50677026683643,36.953916632459546,32.44428635546982,36.034,2230715290.2222223,7819238099.058024
Dec-31-2021,30.2345,33.1826,30.2345,32.486193044285706,1691153056.4444444,7123782494.798052
Dec-30-2021,27.93181477305156,30.417866159027795,26.63172664287509,30.2511,1422192960,6482192537.874228
Dec-29-2021,26.6065,27.9113559207294,25.29953305288402,27.9113559207294,1023038774.6666666,6049147838.2614565
Dec-28-2021,29.691186870137116,29.691186870137116,26.291225906304685,26.7368,1092472542.2222223,6362164407.993995
Dec-27-2021,32.194709389361606,32.558472729433355,29.640645970825137,29.640645970825137,1103832223.1111112,7088370026.14024
Dec-26-2021,29.651551990336227,32.07396335540942,28.687,32.03034487254726,1020682486.8888888,6943858045.8123
Dec-25-2021,26.8917,29.556407876580877,26.7351,29.556407876580877,606191023.7777778,6261607199.48557
Dec-24-2021,28.365257005443837,29.673688248280587,26.8553,26.8906,799858733.3333334,6418333750.673129
Dec-23-2021,27.3276,28.79393220163284,26.619134228304805,28.49539040110548,1462737664,6242285434.464463
Dec-22-2021,23.5472,28.36854694811249,23.42994000595069,27.33044687986735,799165777.6666666,5840337802.643247
Dec-21-2021,21.520056021350104,23.5171,21.520056021350104,23.487,434144738.6666667,5100401851.273296
Dec-20-2021,22.194650079372337,22.39453077519092,20.78718997471317,21.51659594877159,431452697.2222222,4881329894.782451
Dec-19-2021,23.16737046810172,23.66793798366225,22.12138768772331,22.1608,464596371.4685315,5192800371.870248
Dec-18-2021,21.23905195220068,22.973,20.99525157780624,22.858463843808792,406902020.73239434,4924519109.780093
Dec-17-2021,21.7467,22.0471,20.546469648909024,21.365877491025778,408340070,4871708597.516811
Dec-16-2021,22.289,23.367600744758075,21.716,21.808,592263921.2222222,5105894179.794367
Dec-15-2021,21.79307836272461,22.812419669841734,20.3099,22.2964,505969720.6666667,4909847402.398991
Dec-14-2021,21.7791,22.08593894734312,21.0467,21.75152806012529,607086256.6132404,4894773342.774656
Dec-13-2021,24.5683176227652,24.88116388941991,21.2,21.8217,504111985.18727916,5208867032.220254
Dec-12-2021,24.38376527006486,25.039373031956625,23.576516699649755,24.63247302563343,626848528.1111112,5511574063.678986
Dec-11-2021,22.5657,24.707542038967464,22.135,24.38053547338052,746213897.5555556,5351319569.875704
Dec-10-2021,22.51932405916508,23.831648800936463,21.9812,22.707,593393510.8013937,5199517073.435157
Dec-09-2021,25.236977492765792,25.39850603354239,22.6392,22.65882406469582,719262086.4444444,5413644251.140747
Dec-08-2021,24.299179247792512,25.86044327604271,23.0685,25.33129337344364,736900214.2222222,5519503775.76613
Dec-07-2021,24.424180926526315,25.3725,23.8611,24.250126420502703,987626646.2222222,5559925692.120387
Dec-06-2021,24.6567,24.75809648040872,22.1681,24.287049629417027,1149355931.7777777,5290422458.419465
Dec-05-2021,28.190602816108456,28.992471555655303,23.8273,24.6025,1705685220.8888888,5914758564.385812
Dec-04-2021,32.6799,32.6799,23.8244,27.87349668096116,3362130325.3333335,6172806164.681311
Dec-03-2021,28.415376641039305,33.5091,27.79790095824315,32.7395,1505807099.7777777,6887462418.600494
Dec-02-2021,26.7021,28.524447912286707,25.816383298548114,28.38743491157251,512301720.4444444,6002884656.865251
Dec-01-2021,27.57336212247712,28.2408,26.40639294633997,26.6461,559244522.2222222,6194420779.193681
Nov-30-2021,28.123668802746828,29.2621,27.0898,27.598254381035517,594938264.6666666,6354117097.262566
Nov-29-2021,27.406619171616374,28.384107595175053,26.819019273610312,28.1505289694273,483481008.5555556,6168557505.828579
Nov-28-2021,26.767094345929756,27.540949170117127,25.0308,27.40978706483093,449505087,5887273731.060912
Nov-27-2021,26.974612925320724,28.025407133120204,26.53442033793832,26.666430222188207,749383037.5555556,6189464585.496276
Nov-26-2021,29.75878163026471,30.243061272491,25.327582815111416,26.982653006563847,823923410.6666666,6234242304.124587
Nov-25-2021,29.6641,30.8905,29.3916,29.74345256519725,617997320.6666666,6793167813.781443
Nov-24-2021,32.14403241424415,32.14403241424415,29.363838215511315,29.6262,847441560.6666666,6831875957.39915
Nov-23-2021,32.123870774862205,33.159012826806055,30.9421,32.21195418974521,1568803318.6666667,7201741206.123469
Nov-22-2021,31.04868762570112,33.71978760643676,29.139228850879544,32.2285,1197417586.5734265,7032003954.817658
Nov-21-2021,29.425833955451765,31.9536,28.40639099098348,31.112265348340507,471128292.2222222,6612465009.985859
Nov-20-2021,28.148021401765977,29.74858894452352,28.02226086906463,29.511302414340832,454423217.4444444,6471460263.600955
Nov-19-2021,26.66626137541501,28.499490824541315,26.1332,28.1216821713273,717883912.1111112,6186998077.197222
Nov-18-2021,29.3914,29.7328,25.7503,26.4127,706982154.8888888,6266848545.420144
Nov-17-2021,28.3898874262868,29.59519579642652,27.0649,29.4561,805199416.2222222,6361635981.846116
Nov-16-2021,31.4738,31.4738,28.093,28.4659,903474252.2222222,6590081347.860451
Nov-15-2021,31.89648574837022,33.6024,31.436655657615145,31.546969549895664,561876963.6923077,7332179236.16482
Nov-14-2021,32.5464,33.07622102098419,31.2039,31.848279970027665,388233898.815331,7205139408.0209675
Nov-13-2021,32.085285263020005,33.1095124204254,32.034482821634086,32.5636824529686,515862869.9651568,7288545500.279981
Nov-12-2021,33.003641679740795,33.003641679740795,30.725669457777325,32.14034623945613,681633450.4444444,7211175739.91994
Nov-11-2021,32.168705814104634,33.97636462724215,31.829544130830406,33.04601713437912,1445569095.1111112,7433908733.59865
Nov-10-2021,35.79997803693933,37.26695650119678,29.3861,32.03206856966032,757731872.8888888,7948914684.79206
Nov-09-2021,36.68547332176619,37.9488,35.68522550588889,35.7303,820586884.9059234,8213670110.782247
Nov-08-2021,35.722264919613124,36.7885,35.107270920742295,36.68691741197656,616211725.6503496,8119465484.356491
Nov-07-2021,36.27782239605378,36.49766624997199,35.6039,35.70420241800166,522187498.6666667,8076433405.765204
Nov-06-2021,36.87217318865756,36.99566540080829,34.4113,36.28091746251869,621470558.8888888,8081033311.616209
Nov-05-2021,37.5439890239407,38.85213723945668,36.4825,36.94761194816645,805948779.5555556,8420343182.302394
Nov-04-2021,38.45575464406177,39.11540072109805,36.4329,37.50259221139292,1073682927.1111112,8444232614.97582
Nov-03-2021,37.03879781902376,38.4805942456022,35.76309234884532,38.4805942456022,872829849.3333334,8260888157.657162
Nov-02-2021,37.37981040567502,38.2636148222038,36.3827,37.00438361122282,757783147.7073171,8345036574.79291
Nov-01-2021,37.31398261752095,38.0259,34.882299682902385,37.47841609400736,829225546.6666666,8261466113.015508
Oct-31-2021,37.298191266942176,37.6685,35.45461781065963,37.46397467847902,677506210.2222222,8222797354.747314
Oct-30-2021,39.4564154582593,39.4564154582593,36.4128818370864,37.16236691153557,886244762.6666666,8507137646.271871
Oct-29-2021,38.08874261502376,40.957606732777535,38.08874261502376,39.39204304010777,1222853145.7777777,8783555791.876123
Oct-28-2021,36.7874,40.53795752105374,36.3222,38.07648034620537,1890508967.1111112,8670988489.268848
Oct-27-2021,43.1372,43.1372,35.88065332916586,37.0506,3034781051.5555553,8660120950.981136
Oct-26-2021,35.29832837868664,42.7996,35.15540774963383,42.7298,1326594407.7777777,8570054346.873132
Oct-25-2021,34.31200120526716,35.5294,34.2052446112552,35.24322394078905,603415530,7817370587.43675
Oct-24-2021,35.7496,35.9643,33.566625987605136,34.241425545229625,804636938.2222222,7785032708.500944
Oct-23-2021,34.056575128427085,37.1272,33.86447980025975,35.6523,1006718734.4444444,7911316240.519398
Oct-22-2021,34.37115465570151,36.1315820626602,33.72813461824486,34.08578135586944,981775597.5555556,7760898043.916775
Oct-21-2021,35.925583687206895,36.79284179066662,33.99189934060642,34.474132751793505,1077111420.2222223,7894975578.130515
Oct-20-2021,35.0912,36.79911245230552,33.59644897393608,35.92575591339513,1192292416.4444444,7770950543.432504
Oct-19-2021,31.8938,35.1983,31.4866,34.9088,710987474.9295775,7405316593.045179
Oct-18-2021,32.423831689984524,32.64177513120142,31.2908,31.8447,476510791.048951,7125787653.935755
Oct-17-2021,33.132258500361786,34.1644136355206,31.4008,32.40123097547907,496358422.2064057,7373440256.763286
Oct-16-2021,33.03679573597996,34.537457390827235,32.9738,33.190664543977924,650876665.9368421,7482626498.993147
Oct-15-2021,33.79573192468169,34.027807839321184,32.4775,33.05427537667925,791146032.836237,7422335682.112516
Oct-14-2021,34.6418,35.64876291221767,33.552022670807574,33.80890130132605,1119690500.2968197,7681025177.178219
Oct-13-2021,33.44830809210255,34.845247793215755,31.9925,34.5772,1168545654.7605634,7390229656.431789
Oct-12-2021,32.14516261511676,34.2342,30.0773,33.24893989827961,872918057.3714286,7126806562.725824
Oct-11-2021,32.4508,34.27412656584627,31.144452849713,32.16513896704855,689760607.8869258,7299487472.028449
Oct-10-2021,35.21759783576391,35.21759783576391,32.3557,32.4555,583249653.1111112,7601440210.672056
Oct-09-2021,34.9813,36.11316680446951,34.80745852390571,35.22157959231413,682879073.3333334,7878909388.367878
Oct-08-2021,36.73331276689373,36.73331276689373,34.9029,34.9029,1037383318.8888888,8015848011.7378645
Oct-07-2021,35.20750708186613,37.92840113400051,33.917262997201014,36.80993475009248,1157709182.216028,7969139812.389058
Oct-06-2021,36.8234441289712,36.8234441289712,33.23515318402494,35.251965121843575,1183482105.7777777,7851884511.197527
Oct-05-2021,36.8469,38.198600660749406,35.59729941527406,36.73863592885001,1117378397.5555556,8221787174.9342785
