Date,Open,High,Low,Close,Volume,Market Cap
Jan-16-2022,1.2933580720733056,1.420750036317021,1.2903642810867857,1.4073609250356367,2113852688.4444444,43368159383.247246
Jan-15-2022,1.2919613526960392,1.3161111803551018,1.2556617379277175,1.295254989820776,1483254679.1111112,40212488574.4266
Jan-14-2022,1.2305397000087208,1.3063305311759532,1.223606820883053,1.2882401906199972,2107726398.6666667,39689482191.74649
Jan-13-2022,1.3055498301215345,1.350301492841773,1.2355589627135763,1.2362165011722492,2265929967.111111,40373557162.24463
Jan-12-2022,1.186455422392504,1.30646632580513,1.186455422392504,1.3031427829630131,1518278240.4444444,39214427777.929504
Jan-11-2022,1.1244972842404972,1.192649679150537,1.123799294529555,1.1844355619036555,1675239073.4494774,36519845984.88338
Jan-10-2022,1.1703087213833054,1.1798747185734106,1.078981158431063,1.125906105404477,1413659852.4444444,36032389928.64742
Jan-09-2022,1.1832978114225097,1.202322168016814,1.1520756045289755,1.1731203100505576,1742570248.4444444,37069880246.394104
Jan-08-2022,1.208308486857332,1.251806614229747,1.1342764032142476,1.189155684914274,1549582966,38156381123.29013
Jan-07-2022,1.281438844467996,1.281438844467996,1.1929919481316131,1.210357659302377,2057736524,38635440177.76791
Jan-06-2022,1.2298077830230354,1.2933195827416235,1.1898807797063673,1.2765667043549,1950763588,38795244632.509
Jan-05-2022,1.310122835919529,1.3515582385714693,1.1990059722938209,1.234995960423912,1152270645.1111112,41341841802.910194
Jan-04-2022,1.3194439249472685,1.3499333447788693,1.2988331444340653,1.310375546228422,1164484826,41633089677.82404
Jan-03-2022,1.377621310623346,1.377621310623346,1.3125230682407278,1.3195420524795514,973142329.1111112,42476086139.40439
Jan-02-2022,1.3771037861377144,1.38770154265259,1.3451970414658885,1.3776247667650232,950499735.5555556,42903004845.216705
Jan-01-2022,1.3079184306866378,1.373174275043975,1.3079184306866378,1.3693338764795495,1221762047.1111112,41956586878.62641
Dec-31-2021,1.3587719661105395,1.379984027580742,1.2855956778073503,1.3113597951573972,1373402436,42131152015.69166
Dec-30-2021,1.3309341748384274,1.3724750520293296,1.3007233284324355,1.3587627160096385,1735134725.3333333,42215981931.78629
Dec-29-2021,1.4009345683225178,1.4312433301673897,1.3312933113983303,1.3312933113983303,2074161340.4444444,43750276006.56517
Dec-28-2021,1.5144101406473311,1.534194707500545,1.3855934121133897,1.40919828778494,2317146078.2222223,45978002466.81896
Dec-27-2021,1.4556245818760905,1.5887902420633564,1.454448592220256,1.515480588801432,1680165791.5555556,47982992833.36878
Dec-26-2021,1.454165803619962,1.4662741051343655,1.412290626345023,1.4556213949454435,1132266378.2222223,45398796969.793045
Dec-25-2021,1.3922006471360806,1.4597002699512198,1.3873913893184038,1.4555403560209907,1241515052.2222223,44937985712.44642
Dec-24-2021,1.4738775560876567,1.4892177993354394,1.3873028765582052,1.3935822264446316,2022508017.3333333,45409426919.90396
